Creative Type	Director	Distributor	IMDB Rating	IMDB Votes	MPAA Rating	Major Genre	Production Budget	Release Location	Release Date	Rotten Tomatoes Rating	Running Time (min)	Source	Title	US DVD Sales	US Gross	Worldwide Gross
Contemporary Fiction		20th Century Fox	5.7	9058	PG-13	Thriller/Suspense	20000000	United States	3-Sep-04	18	0	Original Screenplay	Paparazzi	0	15712072	16612072
Dramatization	Mike Nichols	Universal	6.7	15340	R	Comedy	65000000	United States	20-Mar-98	80	143	Based on Book/Short Story	Primary Colors	0	39017984	39017984
Historical Fiction	Lee Daniels	Lionsgate	7.5	24504	R	Drama	10000000		6-Nov-09	0	109	Based on Book/Short Story	Precious (Based on the Novel Push by Sapphire)	20130576	47566524	63471431
Contemporary Fiction		Warner Bros.	6.7	24596	R	Drama	30000000	Canada	24-Oct-08	34	129	Original Screenplay	Pride and Glory	11495577	15740721	43440721
Historical Fiction	Joe Wright	Focus Features	5.5	1230	PG	Drama	28000000		11-Nov-05	85	0	Based on Book/Short Story	Pride and Prejudice	53281347	38372662	120918508
Historical Fiction	Sam Mendes	Dreamworks SKG	0	0	R	Drama	80000000		12-Jul-02	0	117	Based on Comic/Graphic Novel	The Road to Perdition	0	104054514	181054514
		20th Century Fox	6.9	22257	R	Action	40000000	Indonesia	9-Jul-10	63	109	Original Screenplay	Predators	0	51920690	124549380
Dramatization		Walt Disney Pictures	6.2	2580	PG-13	Drama	8000000	United States	24-Jan-97	62	0	Based on Real Life Events	Prefontaine	0	590817	590817
Historical Fiction	Tom Tykwer	Paramount Pictures	7.5	51704	R	Drama	63700000	Germany	27-Dec-06	58	147	Based on Book/Short Story	Perfume: The Story of a Murderer	7529604	2223293	132180323
Contemporary Fiction	Martha Coolidge	Paramount Pictures	5.6	9547	PG	Romantic Comedy	30000000		2-Apr-04	0	111	Original Screenplay	The Prince & Me	0	28165882	29356757
Contemporary Fiction		Universal	5.1	7278	PG	Romantic Comedy	10000000	United States	17-Jun-05	5	0	Original Screenplay	The Perfect Man	0	16535005	19535005
Dramatization	Gabriele Muccino	Sony Pictures	7.8	77939	PG-13	Drama	55000000	Canada	15-Dec-06	66	116	Based on Real Life Events	The Pursuit of Happyness	90857430	162586036	306086036
Science Fiction		ThinkFilm	6.9	17454	PG-13	Drama	7000	United States	8-Oct-04	0	80	Original Screenplay	Primer	0	424760	565846
Dramatization	Michael Bay	Walt Disney Pictures	5.4	96186	PG-13	Action	151500000	United States	25-May-01	26	183	Based on Real Life Events	Pearl Harbor	0	198539855	449239855
Contemporary Fiction		Sony Pictures	0	0	PG-13	Thriller/Suspense	20000000		16-Mar-07	8	97	Original Screenplay	Premonition	33241945	47852604	81461343
Dramatization	Steve Hickner	Dreamworks SKG	6.8	24569	PG	Adventure	60000000	Belgium	18-Dec-98	79	97	Based on Book/Short Story	The Prince of Egypt	0	101413188	218600000
Historical Fiction		Universal	0	0	PG-13	Musical	45000000		16-Dec-05	0	0	Remake	The Producers: The Movie Musical	5338452	19398532	32952995
Contemporary Fiction		Sony/Screen Gems	5.1	4263	PG-13	Horror	18000000		11-Apr-08	8	85	Remake	Prom Night	8497205	43869350	57109687
Contemporary Fiction	John Madden	Miramax	6.9	18622	PG-13	Drama	20000000	Italy	16-Sep-05	64	0	Based on Play	Proof	9239421	7535331	8284331
Contemporary Fiction	David Fincher	Sony Pictures	6.9	68737	R	Thriller/Suspense	48000000	Canada	29-Mar-02	76	112	Original Screenplay	Panic Room	0	95308367	196308367
Contemporary Fiction	Anne Fletcher	Walt Disney Pictures	5.4	397	PG-13	Romantic Comedy	40000000		19-Jun-09	43	107	Original Screenplay	The Proposal	83691948	163958031	317358031
Fantasy	Mike Newell	Walt Disney Pictures	0	0	PG-13	Action	200000000		28-May-10	0	103	Based on Game	Prince of Persia: Sands of Time	0	90755643	335055643
Historical Fiction	Christopher Nolan	Walt Disney Pictures	8.4	207322	PG-13	Thriller/Suspense	40000000	Italy	20-Oct-06	75	131	Based on Book/Short Story	The Prestige	45394364	53089891	107896006
		Film Movement	0	0			1000000		24-Oct-03	0	0		The Party's Over	0	0	0
Science Fiction	Kevin Costner	Warner Bros.	5.5	24045	R	Action	80000000	United States	25-Dec-97	10	177	Based on Book/Short Story	The Postman	0	17650704	17650704
			6	3085	Not Rated	Comedy	4000000	United States	4-Aug-00	55	0		Psycho Beach Party	0	267972	267972
Contemporary Fiction	Gus Van Sant	Universal	4.5	19769	R	Horror	20000000	United States	4-Dec-98	35	100	Remake	Psycho	0	21541218	37226218
Historical Fiction	Roland Emmerich	Sony Pictures	6.9	78302	R	Drama	110000000	United States	28-Jun-00	62	165	Original Screenplay	The Patriot	0	113330342	215300000
Dramatization	Michael Mann	Universal	7.1	71323	R	Drama	102500000	United States	1-Jul-09	68	0	Based on Book/Short Story	Public Enemies	35026854	97104620	210379983
Super Hero		Warner Bros.	5.9	3234	PG	Adventure	25000000	United States	3-Jul-02	0	0	Based on TV	The Powerpuff Girls	0	11411644	16425701
Contemporary Fiction		Weinstein/Dimension	5	846	R	Horror	7500000		11-Aug-06	11	0	Remake	Pulse	0	20264436	29771485
Contemporary Fiction	Paul Thomas Anderson	Sony Pictures	7.4	49786	R	Comedy	25000000	France	11-Oct-02	79	0	Original Screenplay	Punch-Drunk Love	0	17791031	24591031
Super Hero		Lionsgate	6.1	20865	R	Action	35000000	United Arab Emirates	5-Dec-08	26	101	Based on Comic/Graphic Novel	Punisher: War Zone	10872355	8050977	8199130
Science Fiction		Summit Entertainment	6	26623	PG-13	Thriller/Suspense	38000000	United States	6-Feb-09	23	111	Original Screenplay	Push	16118548	31811527	44411527
Contemporary Fiction	Mike Newell	20th Century Fox	5.9	16160	R	Comedy	33000000	United States	23-Apr-99	49	0	Based on Magazine Article	Pushing Tin	0	8408835	8408835
Historical Fiction		Warner Independent	7.6	26331	PG-13	Drama	19400000	United States	20-Dec-06	74	125	Based on Book/Short Story	The Painted Veil	7574035	8060487	15118795
Contemporary Fiction	Mimi Leder	Warner Bros.	6.8	36762	PG-13	Drama	40000000		20-Oct-00	40	123	Based on Book/Short Story	Pay it Forward	0	33508922	33508922
Fantasy		Warner Bros.	4.7	20268	R	Horror	35000000	Ivory Coast	22-Feb-02	17	101	Based on Book/Short Story	Queen of the Damned	0	30307804	30307804
Historical Fiction	Phillip Noyce	Miramax	7.2	14285	R	Drama	20000000	Canada	22-Nov-02	87	0	Based on Book/Short Story	The Quiet American	0	12987647	12987647
		Strand	3.5	1591	PG-13	Comedy	15000000		25-Oct-02	0	0	Original Screenplay	All the Queen's Men	0	22723	22723
Contemporary Fiction	John Erick Dowdle	Sony/Screen Gems	6.1	21939	R	Horror	12000000	United States	10-Oct-08	58	0	Original Screenplay	Quarantine	13657408	31691811	36091811
Dramatization	Stephen Frears	Miramax	7.6	34785	PG-13	Drama	15000000	Italy	30-Sep-06	97	103	Based on Real Life Events	The Queen	29161789	56441711	122840603
Kids Fiction		Warner Bros.	5	3053	G	Adventure	40000000	United States	15-May-98	33	85	Based on Book/Short Story	Quest for Camelot	0	22772500	38172500
Contemporary Fiction		Sony Pictures Classics	6.5	7689	R	Drama	900000		25-Aug-06	0	0	Original Screenplay	The Quiet	0	381420	381420
Contemporary Fiction		Sony Pictures Classics	7.1	2577	R	Drama	400000		2-Aug-06	0	0	Original Screenplay	Quinceanera	0	1692693	2522787
Historical Fiction	Phillip Noyce	Miramax	7.6	13241	PG	Drama	7000000	Australia	29-Nov-02	87	0	Based on Book/Short Story	Rabbit-Proof Fence	0	6199600	16199600
Dramatization		Sony Pictures	6.9	12070	PG	Drama	35000000	United States	24-Oct-03	35	109	Based on Real Life Events	Radio	0	52333738	53293628
Contemporary Fiction	Francis Ford Coppola	Paramount Pictures	6.9	20514	PG-13	Drama	40000000	United States	21-Nov-97	84	135	Based on Book/Short Story	The Rainmaker	0	45916769	45916769
Contemporary Fiction	Sylvester Stallone	Lionsgate	7.3	82600	R	Action	47500000	Kuwait	25-Jan-08	0	0	Based on Book/Short Story	Rambo	38751777	42754105	116754105
Contemporary Fiction	Sydney Pollack	Sony Pictures	4.8	11100	R	Drama	64000000	United States	8-Oct-99	15	133	Based on Book/Short Story	Random Hearts	0	31054924	63200000
Kids Fiction		Paramount Pictures	0	0	G	Adventure	30000000		17-Nov-00	0	79	Based on TV	Rugrats in Paris	0	76501438	103284813
Kids Fiction		Paramount Pictures	5	1847	PG	Adventure	25000000	United States	13-Jun-03	40	84	Based on TV	Rugrats Go Wild	0	39402572	55443032
Fantasy	Brad Bird	Walt Disney Pictures	8.1	131929	G	Comedy	150000000		29-Jun-07	96	111	Original Screenplay	Ratatouille	189134287	206445654	620495432
Dramatization	Taylor Hackford	Universal	0	0	PG-13	Drama	40000000		29-Oct-04	81	152	Based on Real Life Events	Ray	0	75305995	125305995
Fantasy	Uwe Boll	Romar	2.7	20137	R	Action	25000000		6-Jan-06	4	0	Based on Game	BloodRayne	10828222	2405420	2405420
Science Fiction	John McTiernan	MGM	2.8	13827	PG-13	Action	70000000	United States	8-Feb-02	3	0	Remake	Rollerball	0	18990542	25852508
Historical Fiction	Ridley Scott	Universal	6.9	34501	PG-13	Action	210000000	Belgium	14-May-10	43	140	Traditional/Legend/Fairytale	Robin Hood	0	105269730	310885538
Kids Fiction	Chris Wedge	20th Century Fox	6.4	27361	PG	Adventure	80000000		11-Mar-05	64	89	Original Screenplay	Robots	0	128200012	260700012
	Shane Meadows		7.6	2393	R		5250000		27-Oct-00	0	0		A Room for Romeo Brass	0	20097	20097
Contemporary Fiction	Garry Marshall	Paramount Pictures	5.2	28497	PG	Romantic Comedy	70000000	United States	30-Jul-99	45	116	Original Screenplay	Runaway Bride	0	152257509	308007919
Kids Fiction		Warner Bros.	5.2	5086	PG	Comedy	30000000	Australia	14-Jan-05	35	110	Original Screenplay	Racing Stripes	0	49772522	93772522
Contemporary Fiction	Sylvester Stallone	MGM	7.4	63717	PG	Drama	24000000	United States	20-Dec-06	76	102		Rocky Balboa	34669384	70269899	155720088
Kids Fiction	David Silverman	Dreamworks SKG	6.4	8876	PG	Adventure	95000000	United States	31-Mar-00	49	90	Original Screenplay	The Road to El Dorado	0	50802661	65700000
Factual		Sony Pictures	7.7	2193	PG-13	Documentary	2600000	United States	9-Jul-04	93	0	Based on Real Life Events	Riding Giants	0	2276368	3216111
Contemporary Fiction	Brett Ratner	Universal	7.3	66386	R	Thriller/Suspense	78000000		4-Oct-02	68	125	Based on Book/Short Story	Red Dragon	0	92955420	206455420
Contemporary Fiction	Stephen Daldry	Weinstein Co.	7.7	46984	R	Drama	33000000	United States	10-Dec-08	61	123	Based on Book/Short Story	The Reader	12359754	34192652	106107610
Fantasy	Stephen Hopkins	Warner Bros.	5.6	19881	R	Horror	40000000	United States	5-Apr-07	8	100	Original Screenplay	The Reaping	19812272	25126214	62226214
Contemporary Fiction	Steve Carr	20th Century Fox	4.7	4485	PG	Comedy	45000000	United States	1-Jul-05	14	0	Original Screenplay	Rebound	0	16809014	17492014
Kids Fiction		Walt Disney Pictures	6.2	2176	G	Comedy	10000000		16-Feb-01	62	83	Based on TV	Recess: School's Out	0	36696761	44451470
Dramatization	Brian De Palma	Magnolia Pictures	6.1	5759	R	Drama	5000000	Italy	16-Nov-07	44	90	Based on Real Life Events	Redacted	0	65388	65388
Contemporary Fiction	Wes Craven	Dreamworks SKG	6.5	42489	PG-13	Thriller/Suspense	26000000		19-Aug-05	0	85	Original Screenplay	Red-Eye	0	57891803	95891803
Historical Fiction	Mike Binder	Sony Pictures	7.7	39234	R	Drama	20000000	Australia	23-Mar-07	63	128	Original Screenplay	Reign Over Me	16021076	19661987	20081987
Science Fiction	Peter Hyams	Paramount Pictures	5.4	10249	R	Horror	60000000	United States	10-Jan-97	32	110	Based on Book/Short Story	The Relic	0	33956608	33956608
Factual	Larry Charles	Lionsgate	7.8	23094	R	Documentary	2500000	Canada	1-Oct-08	69	101	Based on Real Life Events	Religulous	7486708	13011160	13136074
Contemporary Fiction		Summit Entertainment	7	16319	PG-13	Drama	16000000	United States	12-Mar-10	28	0		Remember Me	9952465	19068240	55343435
	Gabriele Muccino	IDP Distribution	7	16319	Not Rated	Comedy	6700000		3-Sep-04	0	0	Original Screenplay	Remember Me, My Love	0	223878	223878
Historical Fiction	Chris Columbus	Sony Pictures	6.9	22605	PG-13	Musical	40000000	United States	23-Nov-05	47	0	Based on Musical/Opera	Rent	31412380	29077547	31670620
Contemporary Fiction	Howard Deutch	Warner Bros.	6.2	21542	PG-13	Comedy	50000000	United States	11-Aug-00	39	118	Original Screenplay	The Replacements	0	44737059	50054511
Contemporary Fiction	Antoine Fuqua	Sony Pictures	5.9	13905	R	Action	30000000	United States	6-Feb-98	39	86	Original Screenplay	The Replacement Killers	0	19035741	19035741
Science Fiction		Sony Pictures	5.8	52753	R	Horror	50000000	Canada	10-Sep-04	0	94	Based on Game	Resident Evil: Apocalypse	0	50740078	128940078
Science Fiction	Russell Mulcahy	Sony/Screen Gems	6.2	49502	R	Action	45000000	Russia	21-Sep-07	22	95	Based on Game	Resident Evil: Extinction	34217549	50648679	146162920
Science Fiction	Paul Anderson	Sony/Screen Gems	0	0	R	Horror	57500000		10-Sep-10	0	0	Based on Game	Resident Evil: Afterlife 3D 	0	46368993	149568993
Science Fiction	Paul Anderson	Sony Pictures	6.4	68342	R	Horror	35000000	United States	15-Mar-02	34	100	Based on Game	Resident Evil	0	40119709	103787401
Contemporary Fiction		MGM	6.6	9565	PG	Romantic Comedy	24000000	United States	7-Apr-00	61	116	Original Screenplay	Return to Me	0	32662299	32662299
Historical Fiction	Sam Mendes	Paramount Vantage	7.6	45887	R	Drama	35000000	United States	26-Dec-08	68	0	Based on Book/Short Story	Revolutionary Road	7642600	22911480	76989671
Contemporary Fiction	Michel Gondry	New Line	6.6	42470	PG-13	Comedy	20000000	United States	22-Feb-08	65	0	Original Screenplay	Be Kind Rewind	5162454	11175164	28505302
Fantasy		Walt Disney Pictures	5.9	38414	PG-13	Action	60000000		19-Feb-02	40	102	Original Screenplay	Reign of Fire	0	43061982	82150183
Contemporary Fiction	John Frankenheimer	Miramax	5.5	16822	R	Action	36000000	Puerto Rico	25-Feb-00	0	104	Original Screenplay	Reindeer Games	0	23360779	23360779
Contemporary Fiction	Jonathan Demme	Sony Pictures Classics	6.9	20451	R	Drama	12000000	Italy	3-Oct-08	86	111	Original Screenplay	Rachel Getting Married	6635346	12796277	13326280
Kids Fiction		Paramount Pictures	5.4	4857	G	Adventure	28000000	United States	20-Nov-98	57	79	Based on TV	The Rugrats Movie	0	100494685	140894685
Dramatization	Penny Marshall	Sony Pictures	6.2	11895	PG-13	Drama	47000000	United States	19-Oct-01	48	131	Based on Real Life Events	Riding in Cars with Boys	0	29781453	29781453
Historical Fiction	Ang Lee	USA Films	6.4	1873	R	Western	35000000		24-Nov-99	63	0	Based on Book/Short Story	Ride With the Devil	0	630779	630779
Contemporary Fiction		Dreamworks SKG	5.1	28408	PG-13	Horror	50000000	Netherlands	18-Mar-05	20	111	Remake	The Ring Two	0	75941727	161941727
Factual		Lionsgate	6.8	2052	PG-13	Documentary	700000	United States	24-Jun-05	0	0	Based on Real Life Events	Rize	0	3278611	4462763
Kids Fiction		Universal	4.1	10320	PG	Comedy	76000000		30-Jun-00	42	91	Based on TV	The Adventures of Rocky & Bullwinkle	0	26000610	35129610
	David Gordon Green	Sony Pictures Classics	7.1	5632	R	Drama	1000000	United States	14-Feb-03	71	0	Original Screenplay	All the Real Girls	0	549666	703020
Contemporary Fiction		Newmarket Films	7	4396	PG-13	Comedy	3000000	United States	18-Oct-02	83	0	Based on Play	Real Women Have Curves	0	5853194	5853194
Historical Fiction		Paramount Vantage	0	0	PG-13	Comedy	2000000		2-May-08	0	0	Original Screenplay	Son of Rambow: A Home Movie	0	1785505	10573083
Contemporary Fiction	John Turturro	Borotoro	6.2	5362	R	Comedy	11000000		7-Sep-07	0	0	Original Screenplay	Romance and Cigarettes	0	551002	3231251
Contemporary Fiction		20th Century Fox	5.8	15684	R	Comedy	10000000		23-Feb-07	35	81	Based on TV	Reno 911!: Miami	16323972	20342161	20342161
Contemporary Fiction	John Dahl	Miramax	7.3	45439	R	Drama	12000000	Italy	11-Sep-98	64	120	Original Screenplay	Rounders	0	22921898	22921898
Contemporary Fiction	Gavin Hood	New Line	6.9	23223	R	Thriller/Suspense	27500000	Canada	19-Oct-07	46	121	Original Screenplay	Rendition	6007008	9736045	20437142
Contemporary Fiction	Peter Cattaneo	20th Century Fox	6.3	11859	PG-13	Comedy	15000000	United States	20-Aug-08	40	102	Original Screenplay	The Rocker	7970409	6409528	8767338
Contemporary Fiction	Stephen Herek	Warner Bros.	5.8	15806	R	Drama	38000000	United States	7-Sep-01	52	0	Original Screenplay	Rock Star	0	16991902	19317765
Contemporary Fiction		Walt Disney Pictures	5.5	8453	G	Drama	22000000		29-Mar-02	82	128	Original Screenplay	The Rookie	0	75600072	80693537
Contemporary Fiction	Malcolm D. Lee	Fox Searchlight	5	3167	PG-13	Comedy	10000000	United States	23-Sep-05	64	0	Original Screenplay	Roll Bounce	0	17380866	17500866
Contemporary Fiction	Andrzej Bartkowiak	Warner Bros.	5.9	25309	R	Action	25000000	United States	22-Mar-00	33	114	Original Screenplay	Romeo Must Die	0	55973336	91036760
Contemporary Fiction	John Frankenheimer	MGM	7.2	57484	R	Action	55000000	Italy	25-Sep-98	68	121	Original Screenplay	Ronin	0	41610884	41610884
		IFC Films	6.8	5223	R	Drama	1500000	United States	25-Mar-05	0	0	Original Screenplay	The Ballad of Jack and Rose	0	712294	712294
Science Fiction		Warner Bros.	5.3	20989	PG-13	Action	80000000	United States	10-Nov-00	12	0	Original Screenplay	Red Planet	0	17480890	33463969
Contemporary Fiction	Darren Aronofsky	Artisan	8.5	185226	Open	Drama	4500000	France	6-Oct-00	78	0	Based on Book/Short Story	Requiem for a Dream	0	3635482	7390108
Contemporary Fiction	Jerry Zucker	Paramount Pictures	6.4	40087	PG-13	Comedy	48000000	United States	17-Aug-01	43	112	Original Screenplay	Rat Race	0	56607223	86607223
Historical Fiction	Werner Herzog	MGM	7.5	37764	PG-13	Action	10000000		4-Jul-07	0	125	Based on Real Life Events	Rescue Dawn	24745520	5490423	7037886
Factual		New Line	2.3	3211	R	Documentary	4000000	United States	25-Apr-03	35	0	Based on TV	The Real Cancun	0	3816594	3816594
		Sony Pictures	6.7	300			15000000	Egypt	28-Jan-11	0	0		Restless	0	0	0
Contemporary Fiction	Boaz Yakin	Walt Disney Pictures	7.5	49844	PG	Drama	30000000	United States	29-Sep-00	72	113	Based on Real Life Events	Remember the Titans	0	115654751	136706683
Contemporary Fiction	Jon Avnet	Overture Films	6	34641	R	Thriller/Suspense	60000000	Philippines	12-Sep-08	20	100	Original Screenplay	Righteous Kill	16209689	40081410	76781410
Contemporary Fiction	Todd Phillips	Dreamworks SKG	6.4	44702	R	Comedy	16000000	United States	19-May-00	59	94	Original Screenplay	Road Trip	0	68525609	119739110
Contemporary Fiction		Paramount Pictures	6	23752	R	Horror	25000000	United States	4-Apr-08	47	0	Based on Book/Short Story	The Ruins	10610865	17432844	22177122
Contemporary Fiction	William Friedkin	Paramount Pictures	6.2	18462	R	Thriller/Suspense	60000000	United States	7-Apr-00	37	127	Based on Book/Short Story	Rules of Engagement	0	61322858	71719931
Contemporary Fiction	Peter Berg	Universal	6.6	30855	PG-13	Action	85000000	United States	26-Sep-03	0	104	Original Screenplay	The Rundown	0	47641743	80831893
Contemporary Fiction		New Line	7.5	39447	R	Action	17000000	Ireland	24-Feb-06	40	0	Original Screenplay	Running Scared	0	6855137	8345277
Dramatization		Sony Pictures	6	12926	R	Comedy	12000000		20-Oct-06	30	116	Based on Book/Short Story	Running With Scissors	1877732	6775659	7213629
Contemporary Fiction	Brett Ratner	New Line	6.4	52049	PG-13	Action	90000000	United States	3-Aug-01	51	90	Original Screenplay	Rush Hour 2	0	226164286	347425832
Contemporary Fiction	Brett Ratner	New Line	6	39312	PG-13	Action	180000000	United States	10-Aug-07	19	91	Original Screenplay	Rush Hour 3	40854922	140125968	253025968
Contemporary Fiction	Brett Ratner	New Line	6.8	55248	PG-13	Action	35000000	United States	18-Sep-98	60	98	Original Screenplay	Rush Hour	0	141186864	245300000
Contemporary Fiction	Wes Anderson	Walt Disney Pictures	7.8	53192	R	Black Comedy	10000000	Canada	11-Dec-98	87	89	Original Screenplay	Rushmore	0	17105219	19080435
Contemporary Fiction	Barry Sonnenfeld	Sony Pictures	0	0	PG	Comedy	55000000	Canada	28-Apr-06	0	0	Original Screenplay	R.V.	32041099	71724497	87524497
Historical Fiction		20th Century Fox	6.9	15804	R	Horror	12000000	United States	19-Mar-99	39	0	Original Screenplay	Ravenous	0	2062406	2062406
Contemporary Fiction		New Line	5.2	8634	PG	Drama	15000000	United States	8-Oct-04	16	0	Original Screenplay	Raise Your Voice	0	10411980	14811980
Dramatization		MGM	8.3	92106	PG-13	Drama	17500000	Canada	22-Dec-04	90	0	Original Screenplay	Hotel Rwanda	0	23519128	33919128
Contemporary Fiction		Paramount Pictures	5.9	30739	PG-13	Adventure	145000000	United States	8-Apr-05	39	123	Based on Book/Short Story	Sahara	0	68671925	121671925
Contemporary Fiction	Phillip Noyce	Paramount Pictures	5.9	27413	PG-13	Action	90000000	United States	4-Apr-97	30	116	Based on TV	The Saint	0	61363304	169400000
Contemporary Fiction		Freestyle Releasing	3.5	308	PG-13	Comedy	1500000		11-May-07	12	0	Based on Play	The Salon	0	139084	139084
Contemporary Fiction		New Line	7.4	36448	PG-13	Drama	22000000	United States	28-Dec-01	34	132	Original Screenplay	I Am Sam	0	40270895	40270895
Contemporary Fiction	D.J. Caruso	Warner Bros.	7.1	16415	R	Thriller/Suspense	18000000	Canada	26-Apr-02	63	0	Original Screenplay	The Salton Sea	0	676698	676698
Contemporary Fiction		Warner Bros.	3.9	13796	R	Comedy	95000000	Austria	27-May-10	15	0	Based on TV	Sex and the City 2	0	95347692	288347692
Contemporary Fiction		MGM	7	22784	PG-13	Comedy	5000000		28-May-04	0	0	Original Screenplay	Saved!	0	8886160	10102511
Contemporary Fiction	Dennis Dugan	Sony Pictures	5.6	18748	R	Comedy	22000000	United States	9-Feb-01	0	0	Original Screenplay	Saving Silverman	0	19351569	19351569
Contemporary Fiction		Lionsgate	7.7	112785	R	Horror	1200000	United States	29-Oct-04	48	100	Original Screenplay	Saw	0	55185045	103096345
Contemporary Fiction	Darren Lynn Bousman	Lionsgate	6.8	76530	R	Horror	5000000	Bulgaria	28-Oct-05	36	91	Original Screenplay	Saw II	44699720	87025093	152925093
Contemporary Fiction	Darren Lynn Bousman	Lionsgate	6.3	60784	R	Horror	10000000	Slovenia	27-Oct-06	25	107	Original Screenplay	Saw III	47153811	80238724	163876815
Contemporary Fiction	Darren Lynn Bousman	Lionsgate	6	44730	R	Horror	10000000	Australia	26-Oct-07	17	0	Original Screenplay	Saw IV	31998452	63300095	134528909
Contemporary Fiction		Lionsgate	5.7	31219	R	Horror	10800000	Australia	24-Oct-08	13	0	Original Screenplay	Saw V	26535833	56746769	113146769
Contemporary Fiction	Kevin Greutert	Lionsgate	6.2	18091	R	Horror	11000000	Australia	23-Oct-09	42	91	Original Screenplay	Saw VI	8308717	27693292	61259697
Contemporary Fiction		20th Century Fox	4.6	7736	R	Comedy	25000000		23-Mar-01	9	0	Original Screenplay	Say It Isn't So	0	5516708	5516708
Contemporary Fiction		TLA Releasing	5.7	431	R	Comedy	2000000		23-Jun-06	0	0	Original Screenplay	Say Uncle	0	5361	5361
Kids Fiction	Robert Rodriguez	Miramax/Dimension	3.6	5619	PG	Adventure	50000000		10-Jun-05	20	0	Original Screenplay	The Adventures of Sharkboy and Lavagirl in 3-D	0	39177684	69425966
Historical Fiction	Gary Ross	Universal	7.4	31033	PG-13	Drama	86000000	United States	25-Jul-03	77	141	Based on Book/Short Story	Seabiscuit	0	120277854	148336445
Science Fiction	Richard Linklater	Warner Independent	7.2	41928	R	Thriller/Suspense	20000000	France	7-Jul-06	68	0	Based on Book/Short Story	A Scanner Darkly	0	5501616	7405084
Contemporary Fiction	Keenen Ivory Wayans	Miramax/Dimension	4.7	43941	R	Comedy	45000000	United States	4-Jul-01	14	82	Original Screenplay	Scary Movie 2	0	71277420	141189101
Contemporary Fiction	David Zucker	Miramax/Dimension	5.4	42829	PG-13	Comedy	45000000	United States	24-Oct-03	37	84	Original Screenplay	Scary Movie 3	0	110000082	155200000
Contemporary Fiction	David Zucker	Weinstein/Dimension	5	39542	PG-13	Comedy	40000000	Denmark	14-Apr-06	37	0	Original Screenplay	Scary Movie 4	22401247	90710620	178710620
Kids Fiction	Raja Gosnell	Warner Bros.	4.8	10749	PG	Comedy	25000000		26-Mar-04	0	93	Based on TV	Scooby-Doo 2: Monsters Unleashed	0	84185387	181185387
Kids Fiction	Raja Gosnell	Warner Bros.	4.7	26018	PG	Comedy	84000000	United States	14-Jun-02	28	86	Based on TV	Scooby-Doo	0	153294164	276294164
Contemporary Fiction	Alexander Payne	New Line	7.3	53760	R	Drama	30000000	France	13-Dec-02	85	125	Based on Book/Short Story	About Schmidt	0	65005217	105823486
Contemporary Fiction	Richard Linklater	Paramount Pictures	7.2	63188	PG-13	Comedy	20000000	Canada	3-Oct-03	0	108	Original Screenplay	The School of Rock	0	81261177	131161177
Contemporary Fiction	Todd Phillips	MGM	6	15536	PG-13	Comedy	20000000	United States	29-Sep-06	26	101	Remake	School for Scoundrels	13739501	17807569	17807569
Contemporary Fiction	Woody Allen	Focus/Rogue Pictures	6.8	30336	PG-13	Romantic Comedy	4000000	United States	28-Jul-06	39	0	Original Screenplay	Scoop	0	10525717	39125717
Contemporary Fiction	Frank Oz	Paramount Pictures	6.8	42616	R	Thriller/Suspense	68000000	United States	13-Jul-01	74	124	Original Screenplay	The Score	0	71069884	113542091
Contemporary Fiction	Wes Craven	Miramax	2.9	217	R	Horror	15000000		20-Dec-96	81	110	Original Screenplay	Scream	0	103046663	173046663
Contemporary Fiction	Wes Craven	Miramax	5.9	48196	R	Horror	24000000	United States	12-Dec-97	80	120	Original Screenplay	Scream 2	0	101363301	101363301
Contemporary Fiction	Wes Craven	Miramax	5.3	38230	R	Horror	40000000	United States	4-Feb-00	38	118	Original Screenplay	Scream 3	0	89138076	161838076
Fantasy	Chuck Russell	Universal	5.3	30359	PG-13	Action	60000000	Netherlands	19-Apr-02	40	91	Spin-Off	The Scorpion King	0	90580000	164529000
		Magnolia Pictures	0	0	R	Horror	4200000		28-May-10	0	0		George A. Romero's Survival of the Dead	943385	101740	101740
Fantasy	Matthew Vaughn	Paramount Pictures	7.9	87883	PG-13	Adventure	70000000	Russia	10-Aug-07	76	128	Based on Book/Short Story	Stardust	25129402	38634938	135556675
Dramatization		Fine Line	7.2	466	PG-13	Drama	13300000		17-Dec-04	0	0	Based on Real Life Events	Mar adentro	0	2086345	39686345
Dramatization		Warner Bros.	6.3	7996	PG	Drama	20000000	United States	21-Mar-97	63	127	Based on Real Life Events	Selena	0	35450113	35450113
Contemporary Fiction		20th Century Fox	6.1	23567	PG-13	Thriller/Suspense	60000000	Philippines	21-Apr-06	33	0	Based on Book/Short Story	The Sentinel	17497571	36280697	77280697
Historical Fiction		Black Diamond Pictures	5.5	1823	R	Western	10100000	France	24-Aug-07	13	110	Original Screenplay	September Dawn	0	901857	901857
Contemporary Fiction		Sony Pictures	2.6	17830	PG-13	Drama	8000000	United States	30-Jan-04	16	95	Original Screenplay	You Got Served	0	40066497	48066497
Contemporary Fiction		Paramount Pictures	5	7973	PG-13	Romantic Comedy	29000000	United States	23-Aug-02	5	0	Original Screenplay	Serving Sara	0	16930185	20146150
	Brad Anderson		6.8	14685	R		1500000	Canada	10-Aug-01	60	0		Session 9	0	378176	1619602
