IMDB Rating	IMDB Votes	Production Budget	Release Date	Rotten Tomatoes Rating	Running Time (min)	US DVD Sales	US Gross	Worldwide Gross
5.6	26325	50000000	12-Nov-04	0	108	0	40203020	263894551
6.8	58213	25000000	13-Apr-01	80	97	0	71500556	281527158
7.5	50848	20000000	7-Mar-08	79	0	17254299	30060660	63060660
7	64896	45000000	21-Aug-98	55	121	0	70141876	131237688
6.2	87629	600000	14-Jul-99	85	87	0	140539099	248300000
6.4	23243	35000000	12-Feb-99	60	111	0	26613620	26613620
5.5	90	54000000	22-Mar-02	0	117	0	81676888	154338601
5.7	42477	65000000	8-Dec-04	0	113	0	52397389	132397389
6.5	51929	61000000	30-Mar-07	69	94	49219041	118594548	145594548
7.7	42320	35000000	20-Nov-09	66	0	86139819	255959475	301759475
6.3	16751	50000000	9-Aug-02	54	110	0	26199517	26199517
8	27288	22000000	6-Apr-07	0	0	0	4398392	4398392
4.3	10424	9000000	25-Dec-06	15	90	28729107	16235738	16235738
7.1	28145	15000000	2-Mar-07	66	115	12540785	9396870	9396870
0	0	35000000	31-Dec-08	0	0	0	0	0
6.6	25508	25000000	3-Oct-08	42	0	0	3073392	14542658
0	0	25000000	2-Jul-03	0	95	0	90639088	125339088
6.2	44128	18000000	13-Jul-01	67	97	0	96493426	141743426
6.1	4761	26000000	21-Feb-97	61	0	0	1083350	1083350
7.4	70218	30000000	6-Apr-01	54	123	0	52990775	83282296
3.4	11112	70000000	20-Sep-02	0	0	0	14294842	14294842
5.5	11699	30000000	16-Aug-02	62	105	0	40118420	51327420
6.3	5958	10000000	6-Oct-00	47	0	0	2185266	2373937
8	126067	78000000	21-Dec-01	78	135	0	170708996	316708996
4	11368	40000000	27-Jan-06	6	0	21234176	70165972	137047376
0	0	20000000	TBD	0	0	0	0	0
7.8	86172	7000000	21-Jan-00	19	0	7468574	30471	250000
5.6	12103	35000000	22-Sep-06	62	0	7921142	0	10496317
6.5	30732	75000000	12-Oct-01	63	123	0	41523271	71523271
7.1	23262	14000000	17-Nov-06	46	120	12345494	11242801	20597806
6.9	47733	80000000	15-Jan-10	47	0	36862324	94835059	146452390
3.9	13901	20000000	4-Feb-05	13	0	0	46752382	67192859
7.4	32473	150000000	21-Nov-08	88	0	82600642	114053579	313953579
6.7	26198	40000000	29-Feb-08	41	0	8245298	26814957	72944278
6.3	46961	48000000	5-Nov-99	27	118	0	66488090	151463090
3.9	3524	10000000	24-Oct-01	22	0	0	7316658	8378853
6.5	622	20000000	19-Mar-04	76	0	0	2353728	8361736
7.9	70962	15000000	10-Oct-97	92	152	0	26410771	43111725
7.7	3612	18000000	3-Nov-06	0	83	62661576	128505958	261572744
7.7	122597	60000000	14-Jun-02	82	110	0	121468960	213300000
7.6	104614	85000000	23-Jul-04	81	108	0	176087450	288587450
8.2	146025	130000000	3-Aug-07	93	114	123314592	227471070	442161562
5.6	4340	29000000	13-Feb-98	0	83	0	22619589	54045832
4.3	10919	14000000	22-Aug-03	9	0	0	15549702	15549702
5.5	10702	35000000	17-Nov-00	51	106	0	36779296	53399300
8.2	76928	3000000	11-Oct-02	96	0	0	21576018	58576018
7.6	34435	2000000	8-Oct-99	88	0	0	11540607	20741000
7.8	21683	12500000	7-Nov-08	0	94	9647546	9030581	39830581
5.2	17130	52000000	16-Apr-03	22	0	0	23010607	23010607
6.2	20962	38000000	23-Mar-01	52	124	0	40334024	57753825
6.2	9442	7000000	11-Feb-05	0	0	0	6601079	22064531
6.2	9575	60000000	24-Oct-03	14	0	0	4426297	11427090
5	15762	30000000	9-Jan-09	12	0	29943338	58715510	115150424
4.3	5033	12000000	17-Sep-99	25	0	0	178287	178287
7.1	758	1000000	6-Apr-01	71	0	0	852206	852206
7.5	37204	450000	31-Mar-06	0	0	5013655	2075743	3918941
6.8	31079	32000000	22-Oct-99	71	120	0	16640210	16640210
0	0	36000000	2-May-97	79	93	0	50159144	50159144
6.9	14034	25000000	5-Mar-10	0	0	9300674	27163593	28319627
7.8	115951	13900000	9-Dec-05	87	134	31338042	83043761	180343761
5.3	2643	9000000	14-May-04	33	0	0	12232382	12512317
5.9	38285	52000000	2-Jun-06	0	0	52707367	118806699	202944203
3.5	2152	10000000	27-Feb-98	0	0	0	45779	45779
0	0	30000000	TBD	0	0	0	0	0
6.4	2797	8000000	18-May-07	0	99	0	458232	458232
6.9	22979	9000000	18-Feb-00	67	0	0	16963963	28773637
5.2	6044	10000000	7-Sep-07	15	0	0	900926	900926
2.8	153	6000000	23-Mar-01	63	102	0	27457409	27958191
6	2745	8000000	11-Oct-02	64	109	0	27362712	28315272
7.1	5957	8500000	26-Jan-10	0	0	0	4444637	9469105
7.1	10831	12000000	20-Jul-01	0	0	0	450594	450594
8.1	97876	15000000	8-Feb-08	80	0	3467377	7800825	30782621
4.9	7465	10000000	27-Aug-04	0	0	0	366301	630427
5.5	4848	18000000	6-Feb-04	0	106	0	65070412	65842412
6.2	11164	12000000	13-Sep-02	82	103	0	75781642	77081642
7.4	24484	6000000	27-Sep-00	94	90	0	18621249	20695413
7.3	45022	18000000	26-Nov-03	77	91	0	60060328	60063017
8.4	178742	70000000	21-Aug-09	88	152	58414604	120831050	320389438
5.9	23545	36000000	17-Sep-99	35	95	0	68208190	117448157
7.8	102982	13000000	23-Jan-04	33	113	0	57924679	96046844
0	0	26000000	22-Dec-00	0	102	0	45506619	65976782
3.5	81283	125000000	20-Jun-97	11	130	0	107325195	238317814
4.7	13258	15000000	21-Mar-03	7	0	0	8586376	14933713
7.3	23110	1000000	19-Sep-03	0	0	0	1239183	1239183
4.6	101	1600000	27-Jan-06	0	0	0	145382	145382
5.4	11073	13000000	24-Aug-01	30	0	0	5002310	5002310
7.3	17762	1500000	26-Jun-98	78	0	0	2380606	2380606
6.9	13510	15000000	25-Jul-03	0	0	0	353743	353743
6.8	15486	30000000	15-May-98	75	107	0	26528684	29203383
0	0	25100000	17-Oct-08	60	131	7871296	25534493	28575778
6.4	33389	55000000	13-Aug-99	79	96	0	66458769	98699769
4.8	26834	80000000	24-Jun-05	24	100	0	63313159	131413159
0	0	51000000	4-Aug-06	23	90	65043181	72779000	116618084
6.6	8002	24000000	17-Dec-04	42	0	0	6144806	7061637
5.4	28417	1500000	12-Sep-03	0	0	0	21158188	30553394
5.5	26	8000000	23-Dec-05	0	0	0	3647381	17147381
6.7	5026	12000000	5-Dec-08	67	108	10049741	8138000	8138000
6.2	19470	10000000	12-Jun-98	44	98	0	25358996	25358996
7.6	41472	7000000	30-Sep-05	90	0	17031573	28750530	46309352
7	3799	1600000	1-Feb-08	0	0	0	1060591	14253760
0	0	190000000	6-Nov-09	53	0	0	137855863	323743744
4.3	7235	21000000	12-Mar-99	16	101	0	17760244	17760244
7.5	66809	70000000	9-Jun-06	74	0	246114559	244082982	461923762
7.5	102936	85000000	22-Dec-00	89	144	0	233632142	427230516
5.7	224	52000000	25-Dec-02	96	141	0	164606800	351106800
3.4	15318	109000000	21-Nov-03	0	82	0	101018283	133818283
6.9	1663	32000000	26-Mar-97	67	0	0	3588602	3588602
3.2	34651	100000000	23-Jul-04	10	104	0	40202379	82102379
5.9	7565	10000000	11-Aug-00	51	0	0	1276984	1953882
3.8	2021	20000000	26-Jul-02	27	0	0	16988996	16988996
6.2	7968	18000000	12-May-00	42	0	0	17200925	17200925
0	0	30000000	16-Sep-05	0	77	0	53359111	117359111
6	895	12000000	31-Oct-97	53	0	0	220175	220175
6	4359	20000000	16-Apr-04	44	0	0	8047525	8047525
5.2	24358	85000000	8-Feb-02	0	109	0	40048332	78353508
4.6	7082	25000000	20-Apr-01	12	95	0	25590119	39393111
6.1	10978	12000000	20-Nov-98	41	0	0	5078660	6200000
6.2	36961	35000000	18-Aug-00	46	109	0	61280963	61280963
6.5	32534	45000000	10-Sep-04	54	94	0	32003620	45261739
6.4	14905	38000000	10-Oct-08	53	94	6086988	7871693	11817059
7.1	102437	150000000	15-Jul-05	82	115	0	206459076	474459076
6.8	5959	14000000	27-Oct-06	76	101	0	4299773	5699773
4.7	43942	120000000	27-Jun-03	0	106	0	100814328	227200000
5.5	60791	90000000	3-Nov-00	67	98	0	125305545	263200000
7.5	63591	250000	4-Apr-97	91	0	0	12006514	15155095
7.2	82650	30000000	27-Dec-02	88	113	0	170687518	307687518
5.8	17415	60000000	4-Nov-05	36	80	142108745	135386665	314432738
7.3	48307	42000000	21-Jun-00	96	84	0	106793915	227793915
5.6	24283	40000000	25-Dec-03	24	98	0	138614544	189714544
5.2	11858	60000000	21-Dec-05	7	94	26537982	82571173	135015330
6.1	3307	23000000	26-Jun-09	54	0	0	2715657	2715657
4.9	5374	34000000	1-Sep-99	7	0	0	11263966	11263966
5.3	13735	25000000	16-Oct-98	43	89	0	32404188	50692188
5.1	9897	29000000	12-Nov-04	32	0	0	17016190	24716190
8.1	158125	76000000	25-Dec-06	93	114	25345271	35552383	69450202
6.5	8772	13000000	26-Mar-10	0	0	0	3075255	9675172
6.2	8580	45000000	16-Nov-07	27	139	0	4617608	31077418
7.3	56176	25000000	15-Dec-00	62	122	0	71309760	152500343
6.9	4100	20000000	23-May-08	31	0	0	1031872	5527507
7.8	16391	5500000	26-Nov-04	0	0	0	3629758	83529758
2.1	3164	7000000	13-Mar-98	14	0	0	306715	306715
6.5	3455	250000	14-Jul-00	0	0	0	1055671	1157672
7	10449	6800000	5-Aug-05	34	0	0	49526	49526
6.7	8028	82500000	15-Dec-06	78	98	83571732	82985708	143985708
8	63111	88000000	3-Jun-05	80	144	0	61649911	108539911
5.4	14904	19000000	16-Jul-04	10	95	0	51438175	70067909
6.4	40053	55000000	10-Apr-98	59	117	0	78750909	198750909
6.4	14244	60000000	25-Dec-98	61	112	0	56709981	56709981
0	0	20000000	7-Mar-08	0	0	0	206678	47300771
3.2	1659	16000000	3-Sep-04	5	0	0	11540112	11540112
6.5	3681	13000000	29-Dec-00	63	0	0	622023	622023
5.5	9061	65000000	1-Nov-02	0	104	0	139225854	172825854
7.3	51083	80000000	25-Dec-03	70	152	0	95632614	161632614
0	0	10000	28-Apr-06	0	0	0	138711	138711
5	133	82500000	23-Jun-06	32	0	81244755	137355633	237555633
4	5277	20000000	5-Jan-07	4	91	4492233	8135024	8135024
6.2	7887	12000000	4-Oct-02	53	0	0	378650	378650
2.9	212	35000000	3-Dec-04	68	104	0	33987757	115987757
7.7	56668	5000000	21-Jul-06	63	0	26411041	24148068	25894473
4.6	30370	55000000	13-Dec-02	39	105	0	93932896	154832896
6.7	17748	75000000	25-Dec-09	57	0	29195673	112735375	224614744
6.2	3649	15000000	25-Dec-03	69	0	0	2281585	3396508
6.7	78705	75000000	18-Feb-05	46	122	0	75976178	230884728
6.9	13709	9000000	13-Oct-00	76	0	0	17804273	17804273
7.6	16525	6250000	22-Feb-08	0	0	0	5488570	19416495
7.8	19466	6400000	10-Oct-07	87	0	0	871577	5645350
6.5	8997	15000000	27-Aug-10	55	0	0	119621	119621
7.1	23526	45000000	14-Jan-05	65	136	0	67264877	76669806
7.1	36258	29000000	31-Dec-02	79	0	0	16007718	33013805
6.5	6720	23000000	25-Sep-09	0	0	0	6113834	48846765
6.3	9608	7500000	6-Aug-04	0	0	0	197148	197148
4.1	4063	26000000	12-Mar-04	0	100	0	23514247	28703083
5.1	9527	25000000	14-Mar-03	38	102	0	47545060	58240458
7.8	105362	60000000	6-Aug-04	86	120	0	100170152	217670152
4.3	6496	6000000	29-Aug-08	5	94	0	4694491	5629618
5	1305	12000000	9-Mar-01	0	0	0	146028	146028
6.2	1511	6000000	10-Nov-06	83	0	0	119452	119452
6.6	76052	80000000	6-Jun-97	57	115	0	101117573	224117573
6.8	17111	15000000	25-Apr-03	71	0	0	12212417	12212417
6.5	35719	80000000	8-Aug-97	51	135	0	76118990	137118990
7.3	73684	90000000	11-Jul-97	67	150	0	100920329	165900000
7	19072	4000000	26-Nov-03	77	0	0	8291572	10464788
6.8	5017	11000000	10-Nov-06	0	104	0	355968	355968
4.2	6739	11000000	12-Oct-01	5	86	0	23978402	23978402
7.8	38464	60000000	6-Feb-09	89	100	46101073	75286229	124062750
4.3	9976	15000000	20-Feb-04	13	89	0	29331068	33051296
4.8	17736	20000000	8-Sep-06	3	95	26360430	23364784	38164784
6.9	35192	15000000	15-Aug-97	71	105	0	44906632	63706632
5.5	18332	60000000	9-Oct-09	12	113	34715888	109205660	172450423
6.7	6127	32000000	8-Dec-99	64	0	0	2899970	2899970
7.1	71094	12000000	1-Sep-06	61	88	28776986	27838408	33824696
6.1	20886	10000000	4-Oct-96	65	0	0	3357324	3357324
6.7	21135	20000000	26-Feb-10	71	0	8835872	39123589	43027734
5.7	3991	15000000	22-Oct-99	31	0	0	1954202	1954202
6	1307	23000000	25-Aug-00	19	0	0	13019253	13019253
5.4	14834	25000000	28-Feb-03	26	101	0	34657731	56434942
0	0	12500000	12-Jul-02	0	90	0	28436931	33436931
4.2	2720	15000000	19-Jul-00	2	0	0	5217498	5217498
5.8	9008	10000000	12-Mar-99	48	110	0	15164492	15164492
7	17975	45000000	21-Dec-06	0	113	10581873	6566773	75566773
6.1	20886	6500000	6-May-05	75	107	0	54557348	98387109
1.7	7466	5600000	1-Sep-06	3	0	2177636	7009668	7009668
6.6	4894	12000000	15-Feb-02	14	93	0	37188667	57000000
7.6	40605	40000000	25-Jan-02	74	131	0	54228104	54228104
6.7	66861	11000000	5-Mar-99	47	95	0	38230075	75803716
6.2	1244	11500000	27-Nov-09	14	0	0	0	0
6.4	372	1000000	16-Sep-05	24	0	0	10047674	15585495
7.4	17255	8500000	16-Dec-09	92	0	13929671	39462438	47163756
6.3	12102	13000000	29-Jun-01	0	0	0	16929123	19929123
6.5	21621	60000000	19-Oct-01	52	0	0	18208078	20541668
5	6392	26000000	29-Mar-02	28	94	0	36985501	38788828
4.7	3038	18000000	6-Feb-04	0	0	0	16703799	16930762
5.2	16912	60000000	4-Jul-01	53	91	0	93375151	200700000
6.6	430	8300000	16-Apr-10	40	114	0	493296	493296
8.8	166897	3300000	17-Jan-03	0	0	0	7563397	28763397
5.9	2880	17500000	25-Apr-03	0	0	0	325491	325491
6.1	13487	40000000	6-Sep-02	48	0	0	22433915	22433915
7.1	202	250000	11-Sep-98	0	0	0	489220	489220
5.3	33808	45000000	4-Aug-00	21	101	0	60786269	115786269
6.7	5393	50000000	10-Feb-06	69	0	47809786	58640119	70114174
4.8	14425	35000000	25-Feb-05	0	0	0	19294901	25114901
4.9	340	500000	29-Aug-03	0	0	0	254293	254293
7.2	19913	100000000	18-Sep-09	86	90	42574228	124870275	139525862
7.3	43168	75000000	21-Dec-07	81	0	17517037	66661095	118661095
0	0	7000000	18-Jun-10	81	0	0	7426671	8514729
2.4	6809	76000000	8-Aug-07	1	85	5405521	13235267	18197398
5.5	14944	60000000	9-May-03	28	92	0	104148781	164285587
5.6	35210	60000000	15-Sep-06	33	121	12350794	22672813	46672813
4.9	5565	5500000	25-Feb-05	16	116	0	50406346	50425450
3.4	5002	25000000	22-May-09	17	83	0	25662155	32092761
0	0	2300000	1-May-98	80	0	0	574838	574838
5.5	63574	80000000	14-Feb-03	44	105	0	102543518	179179718
7.8	62991	27000000	27-Feb-98	77	0	0	14435076	27257061
0	0	205000000	1-Dec-07	0	0	41772382	70107728	372234864
8.3	210713	4500000	26-Oct-01	84	0	0	1270522	4116307
5.6	19652	60000000	8-Jul-05	46	0	0	25473093	49473093
5.7	10366	24000000	23-Jan-04	52	0	0	16980098	16980098
2.6	31821	20000000	17-Feb-06	6	0	18840886	48548426	84548426
6.5	22925	55000000	9-Apr-10	67	0	19432795	98711404	152253432
7.4	73875	28000000	19-Mar-04	76	100	0	58990765	102290765
6.6	28241	20000000	8-Jan-10	0	0	11463099	30101577	48969954
4.5	8395	18000000	8-Apr-08	0	0	0	0	0
7.6	14530	15000000	25-Dec-07	79	130	24133037	30226144	30226144
6	28887	40000000	24-Sep-99	25	105	0	116735231	177835231
7.4	10383	19700000	21-Aug-09	0	149	0	476270	16498827
5.6	44191	60000000	28-Jul-99	57	105	0	73648228	165048228
5.1	6968	8000000	1-Oct-99	26	91	0	17843379	22591451
0	0	3000000	3-Mar-06	0	0	18713941	11718595	12051924
7.8	36542	12500000	22-Sep-00	68	0	0	4157491	45557491
6	20792	2750000	15-Feb-08	0	0	4653193	952620	4726656
7	246	25000000	5-Feb-10	28	0	19179552	80014842	112014842
6.6	5574	8000000	23-Sep-05	37	0	0	23106	446438
5.1	6675	3500000	25-Mar-05	0	0	0	96793	96793
7.2	16820	20000000	12-Dec-97	70	0	0	10686841	10686841
5.5	39756	50000000	28-Jun-02	22	96	0	126293452	171269535
6	5790	40000000	12-Mar-99	42	0	0	13508635	13508635
5.7	12484	45000000	30-Jan-98	30	0	0	11203026	11203026
0	0	7000000	14-Feb-08	71	0	12928344	32241649	55534224
5.1	6628	21000000	16-Apr-10	38	0	9750680	42739347	42739347
7	66106	80000000	22-Nov-06	0	126	40502497	64038616	181038616
4.4	1177	40000000	12-Dec-08	12	88	0	915840	915840
7.7	10529	69000000	9-Jul-10	80	95	0	244885070	333572855
4.3	18228	22000000	12-Aug-05	10	0	0	22400154	44400154
5.6	25397	18000000	10-Dec-99	23	88	0	65535067	92935067
5.8	21331	90000000	26-Mar-97	29	0	0	42885593	140900000
4.6	12771	7000000	24-Jan-03	8	86	0	32539681	32539681
5.9	362	50000000	31-Dec-08	56	0	13421577	28644813	42268745
5.9	482	7000000	27-Aug-99	17	0	0	2165637	2165637
5.8	14098	60000000	22-Feb-02	7	104	0	30063805	30063805
6.8	7122	3300000	29-Dec-06	73	0	0	19875	19875
0	0	25000000	3-Jun-05	0	0	0	11273517	11354893
6.1	10451	13000000	4-Aug-99	70	0	0	6276869	6276869
7.5	130559	110000000	27-Jun-07	82	128	100774964	134529403	383531464
4.6	1727	5000000	6-Oct-00	0	0	0	9628751	16628751
4.8	207	13000000	12-Jun-98	17	0	0	10020081	10020081
7.1	21427	15000000	2-Jun-06	0	85	0	1200216	11208291
1.7	34928	20000000	29-Aug-08	2	88	9859088	14190901	34690901
8.3	151742	30000000	14-Aug-09	91	111	30058184	115646235	206552113
5.2	9394	15000000	24-Jul-98	30	83	0	17507368	17507368
8	31172	14000000	30-Nov-07	0	0	2354497	5990075	19689095
6.6	10881	15000000	21-Feb-03	57	0	0	9237470	11933396
5.8	520	3250000	29-Oct-99	0	0	0	7680	7680
6.5	6086	4000000	25-Jun-04	49	0	0	13337299	18396382
3.9	5369	10000000	24-Feb-06	26	0	26508859	63257940	63308879
5.6	7109	14000000	21-Aug-98	15	93	0	15064948	15064948
5.3	7606	16000000	3-Mar-00	29	0	0	15427192	15427192
5.3	976	11900000	10-Dec-99	26	0	0	81897	81897
6	34035	33000000	14-Mar-08	48	0	8666480	11008770	21621188
5.4	4551	750000	23-Jan-09	0	0	0	19367	19367
6.2	13962	127500000	19-May-00	65	82	0	137748063	356148063
4.9	16646	30000000	15-Jun-07	34	0	1370874	480314	2670860
2.5	2709	20000000	2006	0	0	0	7578946	26942802
7.3	100476	10000000	12-Nov-99	68	135	0	30651422	43948865
5.3	10778	53000000	2-Nov-01	24	89	0	45207112	45207112
5.9	32560	50000000	14-Oct-05	19	133	15573570	10169202	17759202
7.7	65462	35000000	28-Feb-97	87	121	0	41954997	55954997
5.2	39473	70000000	21-Oct-05	19	0	28563264	28212337	54612337
0	0	20000000	12-Dec-08	78	0	12876746	33422556	50923043
4.8	920	5000000	26-Mar-99	0	77	0	19421271	19421271
6.1	404	13500000	18-Feb-05	0	0	0	5501940	92101940
6.6	6734	3000000	8-Aug-01	81	0	0	8823109	8823109
6	54160	80000000	8-May-98	47	120	0	140464664	349464664
8.5	264148	90000000	6-Oct-06	93	152	140689412	133311000	290539042
4.8	14077	28000000	22-Dec-00	15	99	0	33000377	33000377
6.6	40611	65000000	22-Aug-08	41	105	24667330	36316032	72516819
7.1	51343	30000000	29-May-09	92	99	13123388	42100625	85724728
0	0	15000000	8-Dec-00	0	120	0	128067808	213200000
3.4	3317	22000000	11-Nov-05	20	0	27718572	36020063	54962616
6	2993	72000000	22-Jun-01	0	87	0	112950721	176101721
5.2	25648	71500000	26-Jun-98	0	85	0	144156605	294156605
5.5	6949	17000000	5-Sep-03	0	0	0	22734486	23734486
5.9	19388	40000000	21-Mar-08	26	0	12040874	32862104	49686263
6.7	5380	4700000	13-Oct-06	48	98	0	239962	239962
4.2	18795	72000000	27-Apr-01	13	117	0	32616869	54616869
5.3	9979	10600000	25-Dec-04	4	0	0	22163442	34409206
5.2	2298	34000000	5-May-00	9	0	0	6543194	6543194
5.3	34141	68000000	21-Mar-03	30	136	0	33685268	75685268
6.6	28016	75000000	15-Dec-06	78	130	53674555	103365956	154965956
6.4	15092	16000000	13-Aug-99	47	0	0	4217115	4217115
6.2	16344	10000000	23-Jul-99	45	0	0	10571408	10571408
5.2	18165	20000000	13-Dec-02	81	118	0	56398162	56398162
0	0	2000000	20-Oct-00	0	0	0	11546543	11546543
7.2	2991	2000000	28-Sep-01	0	0	0	638227	1075504
7.4	58176	7000000	4-Aug-06	0	99	22484444	26024456	57029609
5.9	501	3000000	4-Apr-03	43	0	0	2255000	2255000
3	10050	16000000	2-Aug-02	2	80	0	40363530	40363530
6	1412	5000000	4-Jun-99	0	0	0	99147	99147
7	72231	20000000	13-Apr-07	68	104	34508128	80209692	117573043
6.8	162	24000000	12-Jan-01	12	88	0	29823162	29823162
5.1	6628	20000000	17-Aug-07	61	90	0	8580428	34743644
6.3	1776	800000	10-Mar-00	45	0	0	144583	371647
7.5	18554	10000000	18-Jul-03	0	0	0	8112414	13904766
3.6	4628	22000000	27-Aug-99	14	0	0	9818792	9818792
5.7	5340	16000000	15-Sep-00	21	0	0	4734235	4734235
4.7	27016	53000000	5-Aug-05	13	105	0	80270227	110570227
7.2	2966	12000000	30-Sep-05	93	0	0	870067	994790
3.3	14813	30000000	13-Jun-03	10	85	0	26214846	26214846
0	0	15000000	8-Oct-05	0	0	0	0	909822
3.6	16954	35000000	8-Dec-00	0	0	0	15185241	33771965
5.7	19238	40000000	26-Sep-03	0	0	0	9652000	10070651
6.1	164	54000000	14-Jul-06	21	0	41651251	75802010	130402010
0	0	57000000	17-Oct-97	0	144	0	61007424	153007424
6.4	116903	125000000	19-May-06	25	0	100178981	217536138	757236138
3.8	14081	32000000	14-Sep-07	0	90	7614486	10977721	79915361
5.3	4010	10000000	3-May-02	3	0	0	6044618	6044618
5	9193	30000000	16-Feb-01	19	87	0	64172251	71172251
4.4	7095	9000000	21-Jan-00	3	92	0	20035310	20035310
7.1	23078	20000000	21-Nov-07	76	0	6017494	4017609	11498547
7.7	483	8000000	17-Sep-10	80	0	0	21056221	22156221
6.2	790	3000000	26-Feb-10	0	0	0	133411	133411
6.7	24174	60000000	29-Jan-10	55	0	12665512	43313890	78739628
6	21734	60000000	26-Mar-99	62	122	0	22508689	35319689
7.5	22855	7500000	9-Oct-09	94	0	1765115	12574914	14134502
6.7	8351	3000000	14-Apr-00	0	0	0	4170647	4170647
4.8	5127	3000000	18-Apr-97	11	0	0	3602884	4002884
6.6	52336	80000000	26-Sep-08	27	117	38374936	101440743	178066569
6.3	47753	40000000	26-Feb-99	22	119	0	36443442	96398826
5.8	44	5500000	14-Dec-01	79	0	0	5580479	15035827
7.4	37454	8500000	23-Apr-99	92	103	0	14943582	14943582
4.9	27283	65000000	14-Jan-05	10	0	0	24409722	56409722
6.8	42123	32000000	7-Nov-03	84	95	0	173398518	220443451
7.6	33773	25000000	6-Nov-98	81	124	0	30082699	82150642
6.3	12020	35000000	9-Apr-04	49	96	0	22913677	22913677
6.2	54413	29000000	12-Sep-03	68	102	0	56330657	98156459
5.4	1059	17000000	1-Oct-99	76	0	0	11634458	11634458
6.7	8165	12500000	22-Nov-02	50	0	0	14060950	16124074
6.5	63	3500000	6-Dec-02	21	0	0	17504595	18495444
7.8	23674	3400000	24-Jun-05	0	80	0	77437223	129437223
5.4	17845	10000000	6-Oct-06	20	103	21177885	28444855	38117718
7.4	23355	100000000	15-Dec-00	85	78	0	89296573	169296573
7.5	55697	85000000	21-Nov-07	92	108	87698079	127706877	340384141
6.9	9969	23000000	3-Dec-99	67	0	0	10660147	10660147
5.4	43513	100000000	24-Nov-99	11	120	0	66889043	212026975
6.7	2884	10000000	20-Jan-06	0	0	0	11748661	11748661
7.4	59916	85000000	16-Mar-01	53	131	0	51396781	96971293
7.2	66700	85000000	20-Nov-98	70	127	0	111549836	250649836
6.1	40764	66000000	30-Apr-99	38	112	0	87707396	211700000
6.5	92	38000000	24-May-02	21	115	0	39177215	39177215
4.6	15655	20000000	30-Apr-04	7	0	0	13548322	14566246
2.2	48975	20000000	26-Jan-07	2	86	16839362	39739367	86858578
5	43555	100000000	15-Dec-06	16	102	87700229	75030163	249488115
7.2	54977	50000000	17-Mar-00	83	133	0	125548685	258400000
6.4	31775	54000000	14-Oct-05	28	133	15854391	26850426	50719373
4.7	3019	60000000	13-Aug-10	37	143	0	78146373	81846373
8.5	219986	20000000	19-Mar-04	93	108	0	34366518	47066518
6.6	5205	10000000	15-Oct-04	32	0	0	70527	70527
7.9	1391	2000000	4-May-01	0	0	0	49388	76654
6.5	52548	25000000	20-Feb-04	46	0	0	17718223	20718223
7	4509	5000000	7-Nov-97	80	109	0	14843425	14843425
6.3	44671	60000000	15-Aug-97	21	95	0	26673242	26673242
0	0	26000000	31-Jul-98	0	122	0	65705772	65705772
6.1	16769	55000000	25-Dec-96	61	134	0	50047179	151947179
5.9	39590	80000000	8-Jun-01	42	102	0	38311134	98341932
6	1097	4000000	25-Dec-00	49	0	0	75078	75078
7.3	3699	4500000	31-Aug-07	0	100	0	51957	51957
5.2	14528	33000000	16-Mar-01	33	100	0	51758599	79958599
6.8	32425	18000000	9-Sep-05	45	114	0	75072454	144216468
5	15901	78000000	20-Aug-04	0	114	0	41814863	43957541
7.1	4749	37500000	4-Oct-08	61	129	6580715	9793406	9808102
6.8	35788	20700000	23-Apr-99	71	0	0	2840417	2840417
6.4	12371	7500000	4-Sep-09	62	0	0	10823158	10849158
4.1	3195	40000000	27-Nov-02	6	0	0	4835968	12624471
7.2	93880	65000000	16-Jul-99	78	159	0	55691208	86257553
6.3	36139	15000000	25-Dec-98	51	102	0	40283321	40283321
5.6	20324	50000000	10-Mar-06	25	0	41348843	88715192	128402901
6.5	25485	29000000	14-Apr-00	68	129	0	37036404	45336404
4.5	4973	18000000	25-Sep-09	25	0	4950732	22455510	77956957
6.3	24434	18000000	16-Dec-05	52	103	23961409	60062868	91762868
0	0	1000000	22-Aug-01	0	0	0	113433	113433
0	0	80000000	16-Jun-00	0	0	0	9103630	9103630
7.5	20239	13500000	8-Nov-02	89	0	0	15901849	29027914
2.5	1016	5000000	28-Jan-05	0	0	0	16670	83356
4.8	6654	85000000	9-May-97	0	98	0	28681080	35681080
6	4901	100000	29-Sep-06	9	0	20091582	10178331	10178331
7.3	102001	80000000	27-Jun-97	93	138	0	112276146	241200000
6.4	35737	26000000	31-Jan-03	47	90	0	46896664	89626226
5.9	32263	25000000	10-Feb-06	45	0	18646884	54098051	112798051
4.9	20319	40000000	28-Aug-09	27	0	10148305	66477700	185777700
3.1	11438	40000000	30-Aug-02	0	0	0	13208023	13208023
7.6	81560	18500000	22-May-98	47	0	0	10680275	13711903
6.4	12023	3200000	22-Sep-06	55	0	3570398	56131	341808
7.4	131252	95000000	9-May-97	72	105	0	63570862	263900000
6.3	16693	35000000	6-Nov-02	48	0	0	6592103	6592103
5.9	30309	10000000	25-Aug-00	63	99	0	68353550	90453550
5.7	71675	87500000	8-Jul-05	27	123	4702358	154696080	330579719
5.6	15023	13000000	28-Aug-98	13	92	0	16757163	16757163
5.1	44151	76000000	6-Jun-03	36	107	0	127120058	236220058
