Area Code,Date,Market Size,Market,Product Line,Product Type,Product,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
925,6/1/13,Major Market,West,Beans,Coffee,Decaf Irish Cream,California,Decaf,$250 ,($40),($140),$210 ,$200 ,"2,393",($31),$66 ,1,($196),$167 ,$103 
775,6/1/13,Small Market,West,Leaves,Herbal Tea,Chamomile,Nevada,Decaf,$120 ,$180 ,$50 ,$300 ,$144 ,874,$201 ,$131 ,1,$51 ,$342 ,$153 
702,6/1/13,Small Market,West,Leaves,Herbal Tea,Lemon,Nevada,Decaf,$170 ,$250 ,$170 ,$420 ,$200 ,"1,095",$278 ,$66 ,1,$229 ,$474 ,$104 
775,6/1/13,Small Market,West,Leaves,Herbal Tea,Mint,Nevada,Decaf,$120 ,$180 ,$130 ,$300 ,$141 ,764,$204 ,$45 ,1,$188 ,$342 ,$63 
702,6/1/13,Small Market,West,Leaves,Tea,Darjeeling,Nevada,Regular,$170 ,$260 ,$190 ,$430 ,$272 ,"1,616",$362 ,$89 ,1,$333 ,$628 ,$113 
775,6/1/13,Small Market,West,Leaves,Tea,Earl Grey,Nevada,Regular,$170 ,$180 ,$120 ,$350 ,$260 ,"1,715",$261 ,$72 ,1,$228 ,$516 ,$89 
775,6/1/13,Small Market,West,Leaves,Tea,Green Tea,Nevada,Regular,$170 ,($170),($250),$0 ,$271 ,"4,507",($271),$102 ,1,($509),$37 ,$126 
775,6/1/13,Small Market,West,Beans,Espresso,Caffe Latte,Nevada,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,602,$43 ,$0 ,1,$43 ,$43 ,$11 
702,6/1/13,Small Market,West,Beans,Espresso,Caffe Mocha,Nevada,Regular,$20 ,$30 ,$20 ,$50 ,$23 ,843,$35 ,$6 ,1,$25 ,$57 ,$16 
775,6/1/13,Small Market,West,Beans,Espresso,Decaf Espresso,Nevada,Decaf,$20 ,$30 ,$20 ,$50 ,$21 ,798,$32 ,$5 ,1,$21 ,$53 ,$16 
702,6/1/13,Small Market,West,Beans,Coffee,Colombian,Nevada,Regular,$40 ,$60 ,$20 ,$100 ,$36 ,236,$46 ,$13 ,1,$0 ,$81 ,$43 
702,6/1/13,Small Market,West,Beans,Coffee,Decaf Irish Cream,Nevada,Decaf,$40 ,$40 ,$20 ,$80 ,$32 ,996,$38 ,$9 ,1,$11 ,$69 ,$28 
541,6/1/13,Small Market,West,Leaves,Herbal Tea,Chamomile,Oregon,Decaf,$20 ,$40 ,$40 ,$60 ,$28 ,816,$41 ,$7 ,1,$30 ,$68 ,$18 
503,6/1/13,Small Market,West,Leaves,Herbal Tea,Lemon,Oregon,Decaf,$30 ,$50 ,$30 ,$80 ,$43 ,597,$56 ,$14 ,1,$41 ,$98 ,$24 
971,6/1/13,Small Market,West,Leaves,Tea,Darjeeling,Oregon,Regular,$10 ,$10 ,$10 ,$20 ,$18 ,478,$26 ,$5 ,1,$12 ,$44 ,$16 
503,6/1/13,Small Market,West,Leaves,Tea,Earl Grey,Oregon,Regular,$70 ,$110 ,$70 ,$180 ,$111 ,767,$167 ,$36 ,1,$138 ,$276 ,$62 
503,6/1/13,Small Market,West,Leaves,Tea,Green Tea,Oregon,Regular,$70 ,$120 ,$80 ,$190 ,$118 ,636,$164 ,$36 ,1,$145 ,$279 ,$55 
971,6/1/13,Small Market,West,Beans,Espresso,Caffe Latte,Oregon,Regular,$40 ,$70 ,$30 ,$110 ,$51 ,396,$64 ,$19 ,1,$15 ,$114 ,$49 
541,6/1/13,Small Market,West,Beans,Espresso,Caffe Mocha,Oregon,Regular,$40 ,$70 ,$40 ,$110 ,$50 ,397,$68 ,$16 ,1,$33 ,$117 ,$41 
503,6/1/13,Small Market,West,Beans,Espresso,Decaf Espresso,Oregon,Decaf,$140 ,$140 ,$90 ,$280 ,$149 ,"1,245",$149 ,$41 ,1,$115 ,$295 ,$61 
503,6/1/13,Small Market,West,Beans,Coffee,Amaretto,Oregon,Regular,$50 ,$80 ,$30 ,$130 ,$44 ,496,$63 ,$40 ,1,($8),$106 ,$64 
503,6/1/13,Small Market,West,Beans,Coffee,Colombian,Oregon,Regular,$50 ,$90 ,$40 ,$140 ,$47 ,456,$65 ,$15 ,1,$6 ,$111 ,$57 
503,6/1/13,Small Market,West,Beans,Coffee,Decaf Irish Cream,Oregon,Decaf,$40 ,$70 ,$40 ,$110 ,$38 ,414,$55 ,$12 ,1,$28 ,$92 ,$33 
253,6/1/13,Small Market,West,Leaves,Herbal Tea,Chamomile,Washington,Decaf,$70 ,$130 ,$90 ,$200 ,$92 ,"1,102",$140 ,$30 ,1,$109 ,$230 ,$57 
253,6/1/13,Small Market,West,Leaves,Herbal Tea,Lemon,Washington,Decaf,$30 ,$60 ,$50 ,$90 ,$43 ,822,$64 ,$12 ,1,$55 ,$106 ,$22 
206,6/1/13,Small Market,West,Leaves,Tea,Darjeeling,Washington,Regular,$30 ,$50 ,$30 ,$80 ,$47 ,371,$78 ,$14 ,1,$57 ,$124 ,$34 
206,6/1/13,Small Market,West,Leaves,Tea,Earl Grey,Washington,Regular,$20 ,$40 ,$20 ,$60 ,$40 ,443,$59 ,$12 ,1,$33 ,$98 ,$33 
509,6/1/13,Small Market,West,Leaves,Tea,Green Tea,Washington,Regular,$30 ,$50 ,$0 ,$80 ,$53 ,597,$75 ,$48 ,1,($4),$127 ,$73 
509,6/1/13,Small Market,West,Beans,Espresso,Caffe Latte,Washington,Regular,$40 ,$60 ,$40 ,$100 ,$48 ,593,$62 ,$15 ,1,$47 ,$109 ,$26 
360,6/1/13,Small Market,West,Beans,Espresso,Caffe Mocha,Washington,Regular,$50 ,$70 ,$20 ,$120 ,$59 ,377,$74 ,$22 ,1,$25 ,$132 ,$52 
425,6/1/13,Small Market,West,Beans,Espresso,Decaf Espresso,Washington,Decaf,$70 ,$90 ,$60 ,$160 ,$81 ,"1,046",$96 ,$25 ,1,$68 ,$175 ,$44 
206,6/1/13,Small Market,West,Beans,Coffee,Colombian,Washington,Regular,$90 ,$150 ,$110 ,$240 ,$79 ,425,$114 ,$25 ,1,$91 ,$191 ,$45 
206,6/1/13,Small Market,West,Beans,Coffee,Decaf Irish Cream,Washington,Decaf,$130 ,$200 ,$90 ,$330 ,$110 ,665,$154 ,$100 ,1,$33 ,$262 ,$121 
719,7/1/13,Major Market,Central,Leaves,Herbal Tea,Chamomile,Colorado,Decaf,$120 ,$130 ,$80 ,$250 ,$145 ,"1,304",$146 ,$40 ,1,$112 ,$288 ,$60 
303,7/1/13,Major Market,Central,Leaves,Herbal Tea,Lemon,Colorado,Decaf,$30 ,$50 ,$0 ,$80 ,$39 ,517,$56 ,$36 ,1,($14),$94 ,$61 
720,7/1/13,Major Market,Central,Leaves,Herbal Tea,Mint,Colorado,Decaf,$40 ,$50 ,$20 ,$90 ,$47 ,420,$63 ,$15 ,1,$29 ,$109 ,$39 
719,7/1/13,Major Market,Central,Leaves,Tea,Darjeeling,Colorado,Regular,$40 ,$60 ,$20 ,$100 ,$51 ,419,$64 ,$19 ,1,$17 ,$114 ,$48 
720,7/1/13,Major Market,Central,Leaves,Tea,Earl Grey,Colorado,Regular,$40 ,$50 ,$20 ,$90 ,$50 ,"1,051",$59 ,$15 ,1,$32 ,$108 ,$33 
970,7/1/13,Major Market,Central,Leaves,Tea,Green Tea,Colorado,Regular,$30 ,$50 ,$30 ,$80 ,$41 ,592,$53 ,$13 ,1,$37 ,$93 ,$24 
720,7/1/13,Major Market,Central,Beans,Coffee,Amaretto,Colorado,Regular,$110 ,$150 ,$120 ,$260 ,$104 ,952,$152 ,$29 ,1,$153 ,$254 ,$38 
303,7/1/13,Major Market,Central,Beans,Coffee,Colombian,Colorado,Regular,$90 ,$110 ,$80 ,$200 ,$87 ,564,$112 ,$28 ,1,$98 ,$197 ,$38 
303,7/1/13,Major Market,Central,Beans,Coffee,Decaf Irish Cream,Colorado,Decaf,$130 ,$190 ,$150 ,$320 ,$127 ,"1,007",$185 ,$35 ,1,$192 ,$309 ,$43 
720,7/1/13,Major Market,Central,Beans,Espresso,Caffe Mocha,Colorado,Regular,$100 ,$170 ,$140 ,$270 ,$94 ,608,$136 ,$26 ,1,$135 ,$228 ,$35 
303,7/1/13,Major Market,Central,Beans,Espresso,Decaf Espresso,Colorado,Decaf,$60 ,$90 ,$50 ,$150 ,$52 ,668,$79 ,$17 ,1,$43 ,$130 ,$45 
708,7/1/13,Major Market,Central,Leaves,Herbal Tea,Chamomile,Illinois,Decaf,$80 ,$140 ,$120 ,$220 ,$104 ,952,$152 ,$29 ,1,$153 ,$254 ,$38 
773,7/1/13,Major Market,Central,Leaves,Herbal Tea,Lemon,Illinois,Decaf,$70 ,$100 ,$70 ,$170 ,$87 ,564,$112 ,$28 ,1,$99 ,$197 ,$37 
312,7/1/13,Major Market,Central,Leaves,Herbal Tea,Mint,Illinois,Decaf,$100 ,$170 ,$150 ,$270 ,$127 ,"1,007",$185 ,$35 ,1,$192 ,$309 ,$43 
312,7/1/13,Major Market,Central,Leaves,Tea,Darjeeling,Illinois,Regular,$80 ,$120 ,$90 ,$200 ,$94 ,608,$136 ,$26 ,1,$137 ,$228 ,$34 
312,7/1/13,Major Market,Central,Leaves,Tea,Earl Grey,Illinois,Regular,$40 ,$70 ,$30 ,$110 ,$52 ,668,$79 ,$17 ,1,$43 ,$130 ,$45 
815,7/1/13,Major Market,Central,Beans,Coffee,Colombian,Illinois,Regular,$250 ,$340 ,$230 ,$590 ,$238 ,"1,190",$329 ,$78 ,1,$287 ,$562 ,$113 
847,7/1/13,Major Market,Central,Beans,Coffee,Decaf Irish Cream,Illinois,Decaf,$160 ,$230 ,$170 ,$390 ,$154 ,833,$222 ,$49 ,1,$207 ,$373 ,$67 
630,7/1/13,Major Market,Central,Beans,Espresso,Caffe Mocha,Illinois,Regular,$330 ,$470 ,$340 ,$800 ,$291 ,"1,742",$387 ,$96 ,1,$357 ,$672 ,$119 
815,7/1/13,Major Market,Central,Beans,Espresso,Decaf Espresso,Illinois,Decaf,$300 ,$320 ,$220 ,$620 ,$266 ,"1,819",$266 ,$74 ,1,$232 ,$527 ,$91 
641,7/1/13,Small Market,Central,Leaves,Herbal Tea,Chamomile,Iowa,Decaf,$250 ,$340 ,$240 ,$590 ,$291 ,"1,742",$387 ,$96 ,1,$356 ,$672 ,$120 
563,7/1/13,Small Market,Central,Leaves,Herbal Tea,Lemon,Iowa,Decaf,$130 ,$200 ,$150 ,$330 ,$154 ,833,$222 ,$49 ,1,$207 ,$373 ,$67 
563,7/1/13,Small Market,Central,Leaves,Tea,Darjeeling,Iowa,Regular,$220 ,$240 ,$150 ,$460 ,$266 ,"1,819",$266 ,$74 ,1,$230 ,$527 ,$92 
515,7/1/13,Small Market,Central,Leaves,Tea,Earl Grey,Iowa,Regular,$230 ,$290 ,$170 ,$520 ,$270 ,"1,834",$332 ,$102 ,1,$272 ,$597 ,$126 
712,7/1/13,Small Market,Central,Beans,Coffee,Amaretto,Iowa,Regular,$20 ,$40 ,$30 ,$60 ,$25 ,854,$36 ,$7 ,1,$23 ,$60 ,$18 
319,7/1/13,Small Market,Central,Beans,Coffee,Colombian,Iowa,Regular,$30 ,$40 ,$20 ,$70 ,$34 ,"1,010",$41 ,$10 ,1,$12 ,$74 ,$30 
712,7/1/13,Small Market,Central,Beans,Coffee,Decaf Irish Cream,Iowa,Decaf,$20 ,$30 ,$20 ,$50 ,$23 ,605,$31 ,$7 ,1,$17 ,$54 ,$18 
712,7/1/13,Small Market,Central,Beans,Espresso,Caffe Mocha,Iowa,Regular,$20 ,$30 ,$20 ,$50 ,$20 ,808,$29 ,$5 ,1,$18 ,$49 ,$15 
563,7/1/13,Small Market,Central,Beans,Espresso,Decaf Espresso,Iowa,Decaf,$0 ,$50 ,$40 ,$50 ,$0 ,559,$43 ,$0 ,1,$43 ,$43 ,$11 
636,7/1/13,Small Market,Central,Leaves,Herbal Tea,Chamomile,Missouri,Decaf,$50 ,$70 ,$10 ,$120 ,$59 ,338,$82 ,$53 ,1,($1),$140 ,$77 
660,7/1/13,Small Market,Central,Leaves,Herbal Tea,Lemon,Missouri,Decaf,$100 ,$40 ,$0 ,$140 ,$120 ,"1,334",$49 ,$37 ,1,($17),$167 ,$57 
314,7/1/13,Small Market,Central,Leaves,Tea,Darjeeling,Missouri,Regular,$30 ,$60 ,$30 ,$90 ,$44 ,258,$59 ,$14 ,1,$23 ,$102 ,$39 
816,7/1/13,Small Market,Central,Leaves,Tea,Earl Grey,Missouri,Regular,$30 ,$40 ,$0 ,$70 ,$40 ,219,$49 ,$15 ,1,$1 ,$88 ,$45 
417,7/1/13,Small Market,Central,Leaves,Tea,Green Tea,Missouri,Regular,$30 ,$40 ,$0 ,$70 ,$36 ,252,$46 ,$13 ,1,$0 ,$81 ,$43 
314,7/1/13,Small Market,Central,Beans,Coffee,Colombian,Missouri,Regular,$80 ,$90 ,$40 ,$170 ,$76 ,613,$93 ,$28 ,1,$43 ,$167 ,$58 
314,7/1/13,Small Market,Central,Beans,Coffee,Decaf Irish Cream,Missouri,Decaf,$60 ,$70 ,$40 ,$130 ,$60 ,"1,070",$72 ,$18 ,1,$44 ,$131 ,$37 
660,7/1/13,Small Market,Central,Beans,Espresso,Caffe Mocha,Missouri,Regular,$40 ,$60 ,$40 ,$100 ,$35 ,894,$52 ,$9 ,1,$44 ,$86 ,$19 
314,7/1/13,Small Market,Central,Beans,Espresso,Decaf Espresso,Missouri,Decaf,$40 ,$70 ,$50 ,$110 ,$39 ,845,$57 ,$10 ,1,$48 ,$95 ,$20 
513,7/1/13,Major Market,Central,Leaves,Herbal Tea,Chamomile,Ohio,Decaf,$10 ,$20 ,$20 ,$30 ,$18 ,486,$26 ,$5 ,1,$12 ,$44 ,$16 
937,7/1/13,Major Market,Central,Leaves,Herbal Tea,Lemon,Ohio,Decaf,$10 ,$40 ,$40 ,$50 ,$23 ,868,$34 ,$6 ,1,$22 ,$56 ,$17 
740,7/1/13,Major Market,Central,Leaves,Tea,Darjeeling,Ohio,Regular,$90 ,$160 ,$100 ,$250 ,$114 ,822,$172 ,$37 ,1,$144 ,$283 ,$63 
419,7/1/13,Major Market,Central,Leaves,Tea,Earl Grey,Ohio,Regular,$120 ,$170 ,$110 ,$290 ,$141 ,692,$195 ,$43 ,1,$177 ,$333 ,$62 
614,7/1/13,Major Market,Central,Beans,Espresso,Decaf Espresso,Ohio,Decaf,$50 ,$80 ,$30 ,$130 ,$51 ,419,$64 ,$19 ,1,$15 ,$114 ,$49 
513,7/1/13,Major Market,Central,Beans,Coffee,Amaretto,Ohio,Regular,$40 ,$70 ,$40 ,$110 ,$47 ,420,$63 ,$15 ,1,$28 ,$109 ,$40 
234,7/1/13,Major Market,Central,Beans,Coffee,Colombian,Ohio,Regular,$30 ,$50 ,$30 ,$80 ,$34 ,432,$51 ,$10 ,1,$25 ,$84 ,$31 
567,7/1/13,Major Market,Central,Beans,Coffee,Decaf Irish Cream,Ohio,Decaf,$40 ,$50 ,$0 ,$90 ,$39 ,517,$56 ,$36 ,1,($12),$94 ,$60 
216,7/1/13,Major Market,Central,Beans,Espresso,Caffe Mocha,Ohio,Regular,$160 ,$180 ,$120 ,$340 ,$145 ,"1,304",$146 ,$40 ,1,$112 ,$288 ,$60 
262,7/1/13,Small Market,Central,Leaves,Herbal Tea,Chamomile,Wisconsin,Decaf,$30 ,$60 ,$40 ,$90 ,$39 ,380,$65 ,$12 ,1,$40 ,$103 ,$33 
262,7/1/13,Small Market,Central,Leaves,Herbal Tea,Lemon,Wisconsin,Decaf,$50 ,$70 ,$60 ,$120 ,$59 ,870,$85 ,$16 ,1,$80 ,$143 ,$25 
262,7/1/13,Small Market,Central,Leaves,Tea,Darjeeling,Wisconsin,Regular,$30 ,$40 ,$10 ,$70 ,$36 ,462,$54 ,$11 ,1,$29 ,$89 ,$31 
715,7/1/13,Small Market,Central,Leaves,Tea,Earl Grey,Wisconsin,Regular,$40 ,$50 ,$0 ,$90 ,$47 ,622,$66 ,$42 ,1,($8),$112 ,$67 
715,7/1/13,Small Market,Central,Beans,Espresso,Decaf Espresso,Wisconsin,Decaf,$50 ,$80 ,$60 ,$130 ,$50 ,587,$65 ,$16 ,1,$50 ,$114 ,$27 
262,7/1/13,Small Market,Central,Beans,Coffee,Amaretto,Wisconsin,Regular,$60 ,$70 ,$20 ,$130 ,$59 ,403,$74 ,$22 ,1,$25 ,$132 ,$52 
608,7/1/13,Small Market,Central,Beans,Coffee,Colombian,Wisconsin,Regular,$130 ,$180 ,$60 ,$310 ,$124 ,717,$173 ,$112 ,1,$44 ,$294 ,$131 
262,7/1/13,Small Market,Central,Beans,Coffee,Decaf Irish Cream,Wisconsin,Decaf,$100 ,$130 ,$80 ,$230 ,$97 ,575,$130 ,$32 ,1,$98 ,$225 ,$55 
715,7/1/13,Small Market,Central,Beans,Espresso,Caffe Mocha,Wisconsin,Regular,$90 ,$130 ,$90 ,$220 ,$86 ,"1,081",$103 ,$26 ,1,$77 ,$187 ,$44 
860,7/1/13,Small Market,East,Leaves,Herbal Tea,Lemon,Connecticut,Decaf,$50 ,$80 ,$40 ,$130 ,$76 ,613,$93 ,$28 ,1,$44 ,$167 ,$57 
959,7/1/13,Small Market,East,Leaves,Herbal Tea,Mint,Connecticut,Decaf,$40 ,$60 ,$40 ,$100 ,$60 ,"1,070",$72 ,$18 ,1,$46 ,$131 ,$36 
959,7/1/13,Small Market,East,Leaves,Tea,Darjeeling,Connecticut,Regular,$30 ,$60 ,$50 ,$90 ,$35 ,894,$52 ,$9 ,1,$44 ,$86 ,$19 
860,7/1/13,Small Market,East,Leaves,Tea,Green Tea,Connecticut,Regular,$20 ,$30 ,$20 ,$50 ,$20 ,814,$31 ,$5 ,1,$21 ,$51 ,$15 
475,7/1/13,Small Market,East,Beans,Espresso,Caffe Mocha,Connecticut,Regular,$40 ,$70 ,$20 ,$110 ,$47 ,622,$66 ,$42 ,1,($7),$112 ,$66 
860,7/1/13,Small Market,East,Beans,Espresso,Decaf Espresso,Connecticut,Decaf,$40 ,$50 ,$20 ,$90 ,$43 ,388,$57 ,$14 ,1,$22 ,$99 ,$38 
203,7/1/13,Small Market,East,Beans,Coffee,Colombian,Connecticut,Regular,$80 ,$130 ,$90 ,$210 ,$90 ,"1,148",$135 ,$29 ,1,$104 ,$223 ,$56 
352,7/1/13,Major Market,East,Leaves,Herbal Tea,Chamomile,Florida,Decaf,$30 ,$50 ,$30 ,$80 ,$50 ,587,$65 ,$16 ,1,$50 ,$114 ,$27 
352,7/1/13,Major Market,East,Leaves,Herbal Tea,Lemon,Florida,Decaf,$40 ,$60 ,$30 ,$100 ,$59 ,403,$74 ,$22 ,1,$26 ,$132 ,$51 
239,7/1/13,Major Market,East,Leaves,Herbal Tea,Mint,Florida,Decaf,$60 ,$80 ,$50 ,$140 ,$86 ,"1,081",$103 ,$26 ,1,$76 ,$187 ,$45 
772,7/1/13,Major Market,East,Leaves,Tea,Darjeeling,Florida,Regular,$40 ,$70 ,$50 ,$110 ,$45 ,885,$65 ,$12 ,1,$57 ,$109 ,$22 
239,7/1/13,Major Market,East,Leaves,Tea,Green Tea,Florida,Regular,$60 ,$90 ,$70 ,$150 ,$59 ,870,$85 ,$16 ,1,$80 ,$143 ,$25 
239,7/1/13,Major Market,East,Beans,Espresso,Caffe Mocha,Florida,Regular,$110 ,$180 ,$60 ,$290 ,$124 ,717,$173 ,$112 ,1,$44 ,$294 ,$131 
754,7/1/13,Major Market,East,Beans,Espresso,Decaf Espresso,Florida,Decaf,$90 ,$130 ,$80 ,$220 ,$97 ,575,$130 ,$32 ,1,$98 ,$225 ,$55 
305,7/1/13,Major Market,East,Beans,Coffee,Colombian,Florida,Regular,$100 ,$170 ,$120 ,$270 ,$114 ,822,$172 ,$37 ,1,$144 ,$283 ,$63 
754,7/1/13,Major Market,East,Beans,Coffee,Decaf Irish Cream,Florida,Decaf,$130 ,$180 ,$130 ,$310 ,$141 ,692,$195 ,$43 ,1,$178 ,$333 ,$61 
774,7/1/13,Major Market,East,Leaves,Herbal Tea,Lemon,Massachusetts,Decaf,$30 ,$50 ,$20 ,$80 ,$51 ,419,$64 ,$19 ,1,$15 ,$114 ,$49 
413,7/1/13,Major Market,East,Leaves,Tea,Darjeeling,Massachusetts,Regular,$20 ,$40 ,$30 ,$60 ,$23 ,868,$34 ,$6 ,1,$22 ,$56 ,$17 
774,7/1/13,Major Market,East,Leaves,Tea,Green Tea,Massachusetts,Regular,$10 ,$30 ,$20 ,$40 ,$18 ,486,$26 ,$5 ,1,$12 ,$44 ,$16 
413,7/1/13,Major Market,East,Beans,Espresso,Caffe Mocha,Massachusetts,Regular,$30 ,$70 ,$20 ,$100 ,$39 ,560,$72 ,$36 ,1,$10 ,$110 ,$60 
339,7/1/13,Major Market,East,Beans,Espresso,Regular Espresso,Massachusetts,Regular,$130 ,$150 ,$100 ,$280 ,$145 ,"1,304",$146 ,$40 ,1,$112 ,$288 ,$60 
978,7/1/13,Major Market,East,Beans,Coffee,Colombian,Massachusetts,Regular,$40 ,$590 ,$560 ,$630 ,$52 ,"-1,493",$613 ,$17 ,1,$778 ,$659 ,$46 
603,7/1/13,Small Market,East,Leaves,Herbal Tea,Lemon,New Hampshire,Decaf,$20 ,$40 ,$10 ,$60 ,$36 ,252,$46 ,$13 ,1,$0 ,$81 ,$43 
603,7/1/13,Small Market,East,Leaves,Tea,Darjeeling,New Hampshire,Regular,$20 ,$40 ,$30 ,$60 ,$25 ,854,$36 ,$7 ,1,$23 ,$60 ,$18 
603,7/1/13,Small Market,East,Leaves,Tea,Green Tea,New Hampshire,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,559,$43 ,$0 ,1,$43 ,$43 ,$11 
603,7/1/13,Small Market,East,Beans,Espresso,Caffe Mocha,New Hampshire,Regular,$50 ,$80 ,$10 ,$130 ,$59 ,338,$82 ,$53 ,1,($1),$140 ,$77 
603,7/1/13,Small Market,East,Beans,Espresso,Regular Espresso,New Hampshire,Regular,$30 ,$50 ,$10 ,$80 ,$40 ,219,$49 ,$15 ,1,$0 ,$88 ,$46 
603,7/1/13,Small Market,East,Beans,Coffee,Amaretto,New Hampshire,Regular,$50 ,$90 ,$70 ,$140 ,$61 ,329,$90 ,$19 ,1,$68 ,$150 ,$38 
603,7/1/13,Small Market,East,Beans,Coffee,Colombian,New Hampshire,Regular,$60 ,$90 ,$60 ,$150 ,$64 ,467,$96 ,$21 ,1,$59 ,$159 ,$49 
516,7/1/13,Major Market,East,Leaves,Herbal Tea,Lemon,New York,Decaf,$200 ,$410 ,$310 ,$610 ,$270 ,"1,781",$523 ,$102 ,1,$536 ,$786 ,$126 
914,7/1/13,Major Market,East,Leaves,Herbal Tea,Mint,New York,Decaf,$190 ,($40),($110),$150 ,$260 ,"3,076",($62),$80 ,1,($226),$196 ,$95 
212,7/1/13,Major Market,East,Leaves,Tea,Darjeeling,New York,Regular,$130 ,$200 ,$160 ,$330 ,$127 ,"1,007",$185 ,$35 ,1,$190 ,$309 ,$44 
914,7/1/13,Major Market,East,Leaves,Tea,Earl Grey,New York,Regular,$110 ,$160 ,$120 ,$270 ,$104 ,952,$152 ,$29 ,1,$153 ,$254 ,$38 
631,7/1/13,Major Market,East,Leaves,Tea,Green Tea,New York,Regular,$90 ,$150 ,$120 ,$240 ,$94 ,608,$136 ,$26 ,1,$135 ,$228 ,$35 
347,7/1/13,Major Market,East,Beans,Espresso,Caffe Mocha,New York,Regular,$150 ,($80),($240),$70 ,$162 ,"2,321",($85),$147 ,1,($367),$76 ,$168 
631,7/1/13,Major Market,East,Beans,Espresso,Regular Espresso,New York,Regular,$250 ,$280 ,$190 ,$530 ,$266 ,"1,355",$280 ,$74 ,1,$251 ,$541 ,$91 
716,7/1/13,Major Market,East,Beans,Coffee,Colombian,New York,Regular,$340 ,$520 ,$370 ,$860 ,$364 ,"2,654",$548 ,$127 ,1,$511 ,$904 ,$166 
337,7/1/13,Small Market,South,Leaves,Herbal Tea,Chamomile,Louisiana,Decaf,$40 ,$60 ,$40 ,$100 ,$46 ,587,$60 ,$15 ,1,$44 ,$105 ,$26 
985,7/1/13,Small Market,South,Leaves,Herbal Tea,Lemon,Louisiana,Decaf,$70 ,$90 ,$40 ,$160 ,$76 ,613,$93 ,$28 ,1,$43 ,$167 ,$58 
337,7/1/13,Small Market,South,Beans,Coffee,Colombian,Louisiana,Regular,$50 ,$70 ,$50 ,$120 ,$40 ,843,$59 ,$11 ,1,$50 ,$98 ,$21 
504,7/1/13,Small Market,South,Beans,Coffee,Decaf Irish Cream,Louisiana,Decaf,$70 ,$110 ,$90 ,$180 ,$59 ,870,$85 ,$16 ,1,$80 ,$143 ,$25 
225,7/1/13,Small Market,South,Beans,Espresso,Caffe Latte,Louisiana,Regular,$40 ,$50 ,$0 ,$90 ,$47 ,-395,$66 ,$42 ,1,($8),$112 ,$67 
318,7/1/13,Small Market,South,Beans,Espresso,Caffe Mocha,Louisiana,Regular,$30 ,$50 ,$30 ,$80 ,$39 ,380,$65 ,$12 ,1,$41 ,$103 ,$33 
225,7/1/13,Small Market,South,Beans,Espresso,Decaf Espresso,Louisiana,Decaf,$30 ,$40 ,$20 ,$70 ,$36 ,462,$54 ,$11 ,1,$29 ,$89 ,$31 
505,7/1/13,Small Market,South,Leaves,Herbal Tea,Chamomile,New Mexico,Decaf,$20 ,$30 ,$20 ,$50 ,$25 ,854,$36 ,$7 ,1,$23 ,$60 ,$18 
505,7/1/13,Small Market,South,Leaves,Herbal Tea,Lemon,New Mexico,Decaf,$30 ,$40 ,$20 ,$70 ,$34 ,"1,010",$41 ,$10 ,1,$14 ,$74 ,$29 
505,7/1/13,Small Market,South,Beans,Coffee,Colombian,New Mexico,Regular,$80 ,$120 ,$70 ,$200 ,$64 ,467,$96 ,$21 ,1,$61 ,$159 ,$48 
505,7/1/13,Small Market,South,Beans,Coffee,Decaf Irish Cream,New Mexico,Decaf,$150 ,$60 ,$10 ,$210 ,$120 ,"1,334",$49 ,$37 ,1,($15),$167 ,$56 
505,7/1/13,Small Market,South,Beans,Espresso,Caffe Latte,New Mexico,Regular,$30 ,$40 ,$10 ,$70 ,$40 ,-258,$49 ,$15 ,1,$1 ,$88 ,$45 
505,7/1/13,Small Market,South,Beans,Espresso,Caffe Mocha,New Mexico,Regular,$50 ,$70 ,$0 ,$120 ,$59 ,338,$82 ,$53 ,1,($1),$140 ,$77 
505,7/1/13,Small Market,South,Beans,Espresso,Decaf Espresso,New Mexico,Decaf,$30 ,$50 ,$20 ,$80 ,$44 ,258,$59 ,$14 ,1,$25 ,$102 ,$38 
580,7/1/13,Small Market,South,Leaves,Herbal Tea,Chamomile,Oklahoma,Decaf,$50 ,$80 ,$30 ,$130 ,$59 ,403,$74 ,$22 ,1,$26 ,$132 ,$51 
405,7/1/13,Small Market,South,Leaves,Herbal Tea,Lemon,Oklahoma,Decaf,$110 ,$180 ,$60 ,$290 ,$124 ,717,$173 ,$112 ,1,$44 ,$294 ,$131 
580,7/1/13,Small Market,South,Beans,Coffee,Colombian,Oklahoma,Regular,$50 ,$60 ,$40 ,$110 ,$41 ,592,$53 ,$13 ,1,$39 ,$93 ,$23 
918,7/1/13,Small Market,South,Beans,Coffee,Decaf Irish Cream,Oklahoma,Decaf,$20 ,$50 ,$40 ,$70 ,$23 ,868,$34 ,$6 ,1,$22 ,$56 ,$17 
405,7/1/13,Small Market,South,Beans,Espresso,Caffe Latte,Oklahoma,Regular,$120 ,$160 ,$110 ,$280 ,$141 ,-942,$195 ,$43 ,1,$177 ,$333 ,$62 
